image,empty,not_adipocyte,adipocyte
B-1_r40_c53.jpg,0.968575,0.029855,0.001570
B-1_r40_c54.jpg,0.987550,0.010788,0.001662
B-1_r40_c55.jpg,0.997190,0.002413,0.000397
B-1_r40_c56.jpg,0.999184,0.000732,0.000084
B-1_r40_c57.jpg,0.997875,0.001493,0.000632
B-1_r40_c6.jpg,0.296449,0.655164,0.048386
B-1_r40_c7.jpg,0.225312,0.740206,0.034482
B-1_r41_c53.jpg,0.998943,0.000919,0.000138
B-1_r41_c54.jpg,0.996222,0.003572,0.000206
B-1_r41_c55.jpg,0.998610,0.001242,0.000148
B-1_r41_c56.jpg,0.999338,0.000554,0.000108
B-1_r41_c57.jpg,0.999724,0.000248,0.000028
B-1_r42_c53.jpg,0.992016,0.007378,0.000607
B-1_r42_c54.jpg,0.990873,0.008572,0.000556
B-1_r42_c55.jpg,0.997957,0.001754,0.000289
B-1_r42_c56.jpg,0.999113,0.000772,0.000116
B-1_r42_c57.jpg,0.999415,0.000416,0.000169
B-1_r43_c53.jpg,0.998413,0.001512,0.000075
B-1_r43_c54.jpg,0.998572,0.001367,0.000062
B-1_r43_c55.jpg,0.996980,0.002614,0.000406
B-1_r43_c56.jpg,0.999253,0.000669,0.000078
B-1_r43_c57.jpg,0.999781,0.000165,0.000054
B-1_r44_c42.jpg,0.131286,0.542967,0.325747
B-1_r44_c53.jpg,0.986818,0.011917,0.001265
B-1_r44_c54.jpg,0.997596,0.002281,0.000124
B-1_r44_c55.jpg,0.997538,0.002181,0.000281
B-1_r44_c56.jpg,0.999759,0.000215,0.000025
B-1_r44_c57.jpg,0.998869,0.000992,0.000139
B-1_r44_c9.jpg,0.073332,0.881591,0.045076
B-1_r45_c42.jpg,0.094535,0.701102,0.204363
B-1_r45_c45.jpg,0.786108,0.168487,0.045405
B-1_r45_c53.jpg,0.995917,0.003348,0.000735
B-1_r45_c54.jpg,0.998916,0.000940,0.000144
B-1_r45_c55.jpg,0.998677,0.000970,0.000353
B-1_r45_c56.jpg,0.997895,0.001590,0.000515
B-1_r45_c57.jpg,0.999181,0.000678,0.000142
B-1_r46_c49.jpg,0.049246,0.885596,0.065158
B-1_r46_c52.jpg,0.435970,0.529822,0.034208
B-1_r46_c53.jpg,0.998353,0.001484,0.000163
B-1_r46_c54.jpg,0.998214,0.001655,0.000131
B-1_r46_c55.jpg,0.999255,0.000658,0.000087
B-1_r46_c56.jpg,0.998746,0.001077,0.000178
B-1_r46_c57.jpg,0.999700,0.000221,0.000079
B-1_r47_c4.jpg,0.037379,0.910172,0.052449
B-1_r47_c47.jpg,0.218204,0.644259,0.137537
B-1_r47_c48.jpg,0.056910,0.834539,0.108552
B-1_r47_c49.jpg,0.167671,0.407475,0.424854
B-1_r47_c50.jpg,0.075489,0.871355,0.053155
B-1_r47_c51.jpg,0.085129,0.760346,0.154525
B-1_r47_c52.jpg,0.597584,0.382153,0.020263
B-1_r47_c53.jpg,0.996642,0.002989,0.000369
B-1_r47_c54.jpg,0.998137,0.001606,0.000257
B-1_r47_c55.jpg,0.999348,0.000501,0.000151
B-1_r47_c56.jpg,0.999651,0.000316,0.000033
B-1_r47_c57.jpg,0.999266,0.000615,0.000119
B-1_r48_c24.jpg,0.879990,0.102091,0.017919
B-1_r48_c25.jpg,0.984474,0.013665,0.001861
B-1_r48_c29.jpg,0.331842,0.526622,0.141535
B-1_r48_c32.jpg,0.093176,0.886781,0.020043
B-1_r48_c33.jpg,0.985497,0.011408,0.003095
B-1_r48_c34.jpg,0.142538,0.808874,0.048588
B-1_r48_c35.jpg,0.995626,0.003352,0.001022
B-1_r48_c36.jpg,0.992837,0.006427,0.000735
B-1_r48_c37.jpg,0.979781,0.014480,0.005739
B-1_r48_c38.jpg,0.996140,0.003114,0.000746
B-1_r48_c39.jpg,0.976637,0.020259,0.003103
B-1_r48_c40.jpg,0.938103,0.037860,0.024036
B-1_r48_c49.jpg,0.302406,0.692645,0.004949
B-1_r48_c50.jpg,0.863567,0.106896,0.029538
B-1_r48_c51.jpg,0.973105,0.019579,0.007317
B-1_r48_c52.jpg,0.998611,0.001345,0.000043
B-1_r48_c53.jpg,0.997942,0.001948,0.000110
B-1_r48_c54.jpg,0.998904,0.000966,0.000130
B-1_r48_c55.jpg,0.999032,0.000851,0.000118
B-1_r48_c56.jpg,0.998312,0.001431,0.000257
B-1_r48_c57.jpg,0.999111,0.000786,0.000103
B-1_r49_c19.jpg,0.320369,0.620514,0.059117
B-1_r49_c20.jpg,0.950396,0.043895,0.005709
B-1_r49_c21.jpg,0.998198,0.001675,0.000127
B-1_r49_c22.jpg,0.998249,0.001653,0.000098
B-1_r49_c23.jpg,0.998330,0.001570,0.000100
B-1_r49_c24.jpg,0.993339,0.006242,0.000420
B-1_r49_c25.jpg,0.998112,0.001665,0.000223
B-1_r49_c26.jpg,0.990354,0.009185,0.000461
B-1_r49_c27.jpg,0.982407,0.015087,0.002506
B-1_r49_c28.jpg,0.997906,0.001933,0.000161
B-1_r49_c29.jpg,0.996661,0.002916,0.000423
B-1_r49_c30.jpg,0.998041,0.001829,0.000130
B-1_r49_c31.jpg,0.997135,0.002607,0.000258
B-1_r49_c32.jpg,0.997354,0.002466,0.000180
B-1_r49_c33.jpg,0.997778,0.002041,0.000181
B-1_r49_c34.jpg,0.997857,0.002005,0.000138
B-1_r49_c35.jpg,0.997563,0.002264,0.000173
B-1_r49_c36.jpg,0.996012,0.003458,0.000531
B-1_r49_c37.jpg,0.997858,0.001967,0.000175
B-1_r49_c38.jpg,0.992409,0.006928,0.000663
B-1_r49_c39.jpg,0.993056,0.006628,0.000316
B-1_r49_c40.jpg,0.995334,0.004341,0.000325
B-1_r49_c41.jpg,0.994671,0.004946,0.000382
B-1_r49_c42.jpg,0.998487,0.001379,0.000134
B-1_r49_c43.jpg,0.994536,0.005012,0.000453
B-1_r49_c44.jpg,0.927782,0.062974,0.009244
B-1_r49_c49.jpg,0.822170,0.137182,0.040648
B-1_r49_c50.jpg,0.130251,0.754347,0.115403
B-1_r49_c52.jpg,0.994903,0.004856,0.000241
B-1_r49_c53.jpg,0.999110,0.000826,0.000063
B-1_r49_c54.jpg,0.998234,0.001556,0.000210
B-1_r49_c55.jpg,0.999418,0.000484,0.000098
B-1_r49_c56.jpg,0.999423,0.000526,0.000051
B-1_r49_c57.jpg,0.999089,0.000717,0.000194
B-1_r4_c0.jpg,0.998745,0.001205,0.000050
B-1_r4_c1.jpg,0.988836,0.010296,0.000868
B-1_r4_c10.jpg,0.904444,0.079273,0.016283
B-1_r4_c16.jpg,0.191770,0.610516,0.197715
B-1_r4_c17.jpg,0.069372,0.765375,0.165252
B-1_r4_c18.jpg,0.265145,0.479479,0.255376
B-1_r4_c2.jpg,0.994369,0.005286,0.000345
B-1_r4_c3.jpg,0.735223,0.262553,0.002224
B-1_r4_c31.jpg,0.142150,0.761290,0.096560
B-1_r4_c57.jpg,0.629905,0.357434,0.012661
B-1_r4_c7.jpg,0.993526,0.005986,0.000488
B-1_r4_c8.jpg,0.996347,0.003382,0.000271
B-1_r4_c9.jpg,0.912524,0.082366,0.005110
B-1_r50_c13.jpg,0.193121,0.740074,0.066804
B-1_r50_c14.jpg,0.994267,0.005567,0.000166
B-1_r50_c15.jpg,0.991342,0.007518,0.001139
B-1_r50_c16.jpg,0.953024,0.040904,0.006072
B-1_r50_c17.jpg,0.998655,0.001242,0.000103
B-1_r50_c18.jpg,0.999677,0.000284,0.000039
B-1_r50_c19.jpg,0.997458,0.002025,0.000517
B-1_r50_c20.jpg,0.998998,0.000974,0.000028
B-1_r50_c21.jpg,0.999019,0.000882,0.000099
B-1_r50_c22.jpg,0.998333,0.001555,0.000112
B-1_r50_c23.jpg,0.999355,0.000592,0.000053
B-1_r50_c24.jpg,0.998651,0.001273,0.000076
B-1_r50_c25.jpg,0.999291,0.000668,0.000041
B-1_r50_c26.jpg,0.999272,0.000681,0.000047
B-1_r50_c27.jpg,0.999012,0.000864,0.000124
B-1_r50_c28.jpg,0.993883,0.004526,0.001592
B-1_r50_c29.jpg,0.998341,0.001585,0.000074
B-1_r50_c30.jpg,0.998357,0.001469,0.000174
B-1_r50_c31.jpg,0.999556,0.000421,0.000023
B-1_r50_c32.jpg,0.999251,0.000697,0.000052
B-1_r50_c33.jpg,0.999405,0.000568,0.000027
B-1_r50_c34.jpg,0.999406,0.000552,0.000042
B-1_r50_c35.jpg,0.998892,0.001052,0.000056
B-1_r50_c36.jpg,0.999202,0.000749,0.000049
B-1_r50_c37.jpg,0.997413,0.002289,0.000298
B-1_r50_c38.jpg,0.999557,0.000418,0.000025
B-1_r50_c39.jpg,0.997946,0.001901,0.000153
B-1_r50_c40.jpg,0.999750,0.000242,0.000008
B-1_r50_c41.jpg,0.999064,0.000872,0.000064
B-1_r50_c42.jpg,0.999117,0.000841,0.000042
B-1_r50_c43.jpg,0.999351,0.000616,0.000033
B-1_r50_c44.jpg,0.998633,0.001265,0.000103
B-1_r50_c45.jpg,0.454865,0.526281,0.018854
B-1_r50_c51.jpg,0.440636,0.449713,0.109651
B-1_r50_c52.jpg,0.998668,0.001266,0.000066
B-1_r50_c53.jpg,0.999327,0.000613,0.000061
B-1_r50_c54.jpg,0.998281,0.001421,0.000298
B-1_r50_c55.jpg,0.999135,0.000639,0.000226
B-1_r50_c56.jpg,0.998447,0.001315,0.000238
B-1_r50_c57.jpg,0.999039,0.000685,0.000276
B-1_r51_c12.jpg,0.551787,0.417088,0.031125
B-1_r51_c13.jpg,0.995753,0.003987,0.000260
B-1_r51_c14.jpg,0.998709,0.001252,0.000039
B-1_r51_c15.jpg,0.999058,0.000903,0.000038
B-1_r51_c16.jpg,0.990567,0.008992,0.000441
B-1_r51_c17.jpg,0.999005,0.000961,0.000035
B-1_r51_c18.jpg,0.999293,0.000662,0.000045
B-1_r51_c19.jpg,0.997449,0.002329,0.000223
B-1_r51_c20.jpg,0.998971,0.000977,0.000052
B-1_r51_c21.jpg,0.998259,0.001650,0.000091
B-1_r51_c22.jpg,0.998165,0.001772,0.000063
B-1_r51_c23.jpg,0.996612,0.003233,0.000155
B-1_r51_c24.jpg,0.998805,0.001149,0.000047
B-1_r51_c25.jpg,0.997593,0.002329,0.000078
B-1_r51_c26.jpg,0.998134,0.001740,0.000126
B-1_r51_c27.jpg,0.997487,0.002364,0.000148
B-1_r51_c28.jpg,0.996741,0.002945,0.000313
B-1_r51_c29.jpg,0.998648,0.001290,0.000063
B-1_r51_c30.jpg,0.997673,0.002135,0.000192
B-1_r51_c31.jpg,0.998864,0.001093,0.000042
B-1_r51_c32.jpg,0.999004,0.000966,0.000030
B-1_r51_c33.jpg,0.998376,0.001512,0.000112
B-1_r51_c34.jpg,0.998260,0.001694,0.000046
B-1_r51_c35.jpg,0.997912,0.001994,0.000094
B-1_r51_c36.jpg,0.998497,0.001397,0.000107
B-1_r51_c37.jpg,0.995381,0.003887,0.000732
B-1_r51_c38.jpg,0.998004,0.001868,0.000129
B-1_r51_c39.jpg,0.998392,0.001450,0.000158
B-1_r51_c40.jpg,0.999087,0.000858,0.000054
B-1_r51_c41.jpg,0.998714,0.001237,0.000049
B-1_r51_c42.jpg,0.999568,0.000410,0.000022
B-1_r51_c43.jpg,0.997521,0.002391,0.000088
B-1_r51_c44.jpg,0.998874,0.001009,0.000116
B-1_r51_c45.jpg,0.999035,0.000885,0.000080
B-1_r51_c48.jpg,0.012011,0.934675,0.053314
B-1_r51_c51.jpg,0.932042,0.056006,0.011952
B-1_r51_c52.jpg,0.996584,0.003297,0.000119
B-1_r51_c53.jpg,0.998487,0.001362,0.000150
B-1_r51_c54.jpg,0.998254,0.001581,0.000165
B-1_r51_c55.jpg,0.999573,0.000394,0.000033
B-1_r51_c56.jpg,0.998990,0.000939,0.000071
B-1_r51_c57.jpg,0.998943,0.000890,0.000168
B-1_r52_c11.jpg,0.280208,0.671141,0.048651
B-1_r52_c12.jpg,0.998815,0.001126,0.000059
B-1_r52_c13.jpg,0.999576,0.000398,0.000026
B-1_r52_c14.jpg,0.998765,0.001199,0.000036
B-1_r52_c15.jpg,0.998489,0.001387,0.000124
B-1_r52_c16.jpg,0.999143,0.000819,0.000038
B-1_r52_c17.jpg,0.998781,0.001125,0.000094
B-1_r52_c18.jpg,0.997921,0.001950,0.000130
B-1_r52_c19.jpg,0.996741,0.002674,0.000585
B-1_r52_c20.jpg,0.999005,0.000907,0.000089
B-1_r52_c21.jpg,0.997777,0.002063,0.000160
B-1_r52_c22.jpg,0.998732,0.001223,0.000045
B-1_r52_c23.jpg,0.998702,0.001237,0.000061
B-1_r52_c24.jpg,0.998849,0.001109,0.000041
B-1_r52_c25.jpg,0.998977,0.000989,0.000034
B-1_r52_c26.jpg,0.999500,0.000463,0.000037
B-1_r52_c27.jpg,0.998794,0.001138,0.000067
B-1_r52_c28.jpg,0.992470,0.006193,0.001337
B-1_r52_c29.jpg,0.998503,0.001392,0.000105
B-1_r52_c30.jpg,0.998903,0.001036,0.000061
B-1_r52_c31.jpg,0.999013,0.000944,0.000043
B-1_r52_c32.jpg,0.998286,0.001655,0.000059
B-1_r52_c33.jpg,0.998863,0.001081,0.000056
B-1_r52_c34.jpg,0.999358,0.000611,0.000031
B-1_r52_c35.jpg,0.998189,0.001616,0.000195
B-1_r52_c36.jpg,0.997828,0.002035,0.000137
B-1_r52_c37.jpg,0.996809,0.002648,0.000543
B-1_r52_c38.jpg,0.999556,0.000410,0.000034
B-1_r52_c39.jpg,0.998855,0.001086,0.000058
B-1_r52_c40.jpg,0.999270,0.000698,0.000032
B-1_r52_c41.jpg,0.999401,0.000574,0.000025
B-1_r52_c42.jpg,0.996880,0.002883,0.000238
B-1_r52_c43.jpg,0.999020,0.000919,0.000060
B-1_r52_c44.jpg,0.998888,0.000943,0.000168
B-1_r52_c45.jpg,0.997600,0.002259,0.000141
B-1_r52_c46.jpg,0.697529,0.273156,0.029315
B-1_r52_c48.jpg,0.262595,0.661533,0.075872
B-1_r52_c49.jpg,0.386546,0.449955,0.163499
B-1_r52_c50.jpg,0.734296,0.230716,0.034988
B-1_r52_c51.jpg,0.992181,0.007519,0.000301
B-1_r52_c52.jpg,0.995314,0.004421,0.000265
B-1_r52_c53.jpg,0.998928,0.000953,0.000119
B-1_r52_c54.jpg,0.993261,0.006134,0.000605
B-1_r52_c55.jpg,0.998985,0.000816,0.000199
B-1_r52_c56.jpg,0.998770,0.001065,0.000165
B-1_r52_c57.jpg,0.999130,0.000618,0.000253
B-1_r5_c0.jpg,0.997316,0.002551,0.000133
B-1_r5_c1.jpg,0.998505,0.001339,0.000156
B-1_r5_c11.jpg,0.792990,0.179820,0.027190
B-1_r5_c18.jpg,0.304868,0.567788,0.127344
B-1_r5_c2.jpg,0.859054,0.138821,0.002126
B-1_r5_c20.jpg,0.178298,0.789447,0.032255
B-1_r5_c32.jpg,0.359296,0.578549,0.062154
B-1_r5_c57.jpg,0.773338,0.214027,0.012634
B-1_r5_c6.jpg,0.830653,0.164276,0.005072
B-1_r6_c0.jpg,0.996804,0.003057,0.000139
B-1_r6_c1.jpg,0.979501,0.017360,0.003139
B-1_r6_c17.jpg,0.031572,0.760120,0.208308
B-1_r6_c18.jpg,0.204858,0.578103,0.217039
B-1_r6_c2.jpg,0.979861,0.018588,0.001551
B-1_r6_c20.jpg,0.117849,0.831929,0.050221
B-1_r6_c3.jpg,0.038833,0.933716,0.027450
B-1_r6_c40.jpg,0.170973,0.614875,0.214152
B-1_r6_c41.jpg,0.055052,0.875017,0.069932
B-1_r6_c57.jpg,0.969649,0.022066,0.008285
B-1_r6_c6.jpg,0.996450,0.003123,0.000427
B-1_r6_c7.jpg,0.699131,0.275586,0.025283
B-1_r7_c0.jpg,0.998383,0.001517,0.000100
B-1_r7_c1.jpg,0.996956,0.002809,0.000235
B-1_r7_c16.jpg,0.267433,0.417527,0.315040
B-1_r7_c17.jpg,0.103395,0.639401,0.257204
B-1_r7_c18.jpg,0.114810,0.777031,0.108159
B-1_r7_c2.jpg,0.997713,0.002080,0.000207
B-1_r7_c3.jpg,0.928423,0.069623,0.001953
B-1_r7_c40.jpg,0.054172,0.842568,0.103260
B-1_r7_c41.jpg,0.056304,0.831485,0.112211
B-1_r7_c5.jpg,0.367879,0.602074,0.030047
B-1_r7_c57.jpg,0.888215,0.102126,0.009659
B-1_r7_c6.jpg,0.998747,0.001163,0.000090
B-1_r7_c7.jpg,0.999021,0.000920,0.000059
B-1_r7_c8.jpg,0.176360,0.779959,0.043681
B-1_r8_c0.jpg,0.996590,0.003168,0.000243
B-1_r8_c1.jpg,0.992970,0.006363,0.000666
B-1_r8_c16.jpg,0.442544,0.483271,0.074185
B-1_r8_c2.jpg,0.993479,0.005962,0.000559
B-1_r8_c3.jpg,0.996644,0.003227,0.000129
B-1_r8_c4.jpg,0.164466,0.813063,0.022471
B-1_r8_c41.jpg,0.163635,0.697794,0.138571
B-1_r8_c42.jpg,0.192600,0.614622,0.192778
B-1_r8_c56.jpg,0.433585,0.529225,0.037190
B-1_r8_c57.jpg,0.998966,0.000924,0.000110
B-1_r8_c9.jpg,0.040199,0.933242,0.026559
B-1_r9_c0.jpg,0.995890,0.003727,0.000383
B-1_r9_c1.jpg,0.994898,0.004533,0.000569
B-1_r9_c2.jpg,0.874971,0.122426,0.002603
B-1_r9_c39.jpg,0.393706,0.459623,0.146671
B-1_r9_c40.jpg,0.323510,0.494219,0.182271
B-1_r9_c41.jpg,0.454180,0.486352,0.059468
B-1_r9_c42.jpg,0.196713,0.651869,0.151419
B-1_r9_c56.jpg,0.993561,0.004984,0.001455
B-1_r9_c57.jpg,0.999069,0.000747,0.000185
B-2_r0_c4.jpg,0.617354,0.313633,0.069013
B-2_r5_c8.jpg,0.063728,0.734828,0.201445
B-2_r5_c9.jpg,0.080319,0.743972,0.175709
B-2_r7_c0.jpg,0.033899,0.914714,0.051387
B. Shoulder 1.2_r0_c1.jpg,0.023272,0.947376,0.029352
B. Shoulder 1.2_r0_c4.jpg,0.065528,0.886953,0.047519
B. Shoulder 1.2_r0_c45.jpg,0.541819,0.428888,0.029293
B. Shoulder 1.2_r0_c46.jpg,0.991149,0.007832,0.001019
B. Shoulder 1.2_r0_c47.jpg,0.996522,0.003196,0.000282
B. Shoulder 1.2_r0_c48.jpg,0.987305,0.011736,0.000960
B. Shoulder 1.2_r0_c49.jpg,0.997037,0.002649,0.000314
B. Shoulder 1.2_r0_c50.jpg,0.995526,0.004275,0.000199
B. Shoulder 1.2_r0_c51.jpg,0.998198,0.001680,0.000122
B. Shoulder 1.2_r0_c52.jpg,0.992455,0.007141,0.000404
B. Shoulder 1.2_r10_c16.jpg,0.981508,0.018218,0.000274
B. Shoulder 1.2_r10_c17.jpg,0.978988,0.016084,0.004928
B. Shoulder 1.2_r10_c18.jpg,0.784248,0.176844,0.038908
B. Shoulder 1.2_r10_c19.jpg,0.926354,0.058701,0.014945
B. Shoulder 1.2_r10_c20.jpg,0.993548,0.005916,0.000536
B. Shoulder 1.2_r10_c21.jpg,0.887193,0.106192,0.006615
B. Shoulder 1.2_r10_c22.jpg,0.021168,0.960073,0.018759
B. Shoulder 1.2_r10_c49.jpg,0.665904,0.170059,0.164037
B. Shoulder 1.2_r11_c10.jpg,0.420910,0.525070,0.054020
B. Shoulder 1.2_r11_c16.jpg,0.250634,0.681596,0.067770
B. Shoulder 1.2_r11_c21.jpg,0.945904,0.043615,0.010481
B. Shoulder 1.2_r11_c22.jpg,0.762016,0.226479,0.011506
B. Shoulder 1.2_r11_c4.jpg,0.015824,0.893893,0.090283
B. Shoulder 1.2_r11_c52.jpg,0.119005,0.816338,0.064658
B. Shoulder 1.2_r12_c22.jpg,0.951469,0.046341,0.002190
B. Shoulder 1.2_r12_c23.jpg,0.837193,0.142533,0.020274
B. Shoulder 1.2_r12_c31.jpg,0.058748,0.919463,0.021789
B. Shoulder 1.2_r12_c51.jpg,0.986177,0.013263,0.000560
B. Shoulder 1.2_r12_c52.jpg,0.978818,0.019426,0.001756
B. Shoulder 1.2_r13_c10.jpg,0.609324,0.369662,0.021014
B. Shoulder 1.2_r13_c12.jpg,0.040549,0.904547,0.054903
B. Shoulder 1.2_r13_c13.jpg,0.182793,0.643753,0.173454
B. Shoulder 1.2_r13_c31.jpg,0.279393,0.697470,0.023138
B. Shoulder 1.2_r13_c39.jpg,0.121016,0.787355,0.091630
B. Shoulder 1.2_r13_c51.jpg,0.219784,0.744250,0.035966
B. Shoulder 1.2_r13_c52.jpg,0.231042,0.723744,0.045214
B. Shoulder 1.2_r14_c38.jpg,0.077097,0.868227,0.054676
B. Shoulder 1.2_r14_c39.jpg,0.088002,0.894289,0.017709
B. Shoulder 1.2_r14_c40.jpg,0.579716,0.396554,0.023730
B. Shoulder 1.2_r14_c41.jpg,0.249847,0.739349,0.010804
B. Shoulder 1.2_r14_c42.jpg,0.078373,0.909243,0.012384
B. Shoulder 1.2_r14_c45.jpg,0.211872,0.759392,0.028736
B. Shoulder 1.2_r14_c6.jpg,0.652649,0.326638,0.020714
B. Shoulder 1.2_r15_c38.jpg,0.069698,0.893454,0.036849
B. Shoulder 1.2_r15_c39.jpg,0.177684,0.789906,0.032410
B. Shoulder 1.2_r16_c0.jpg,0.124139,0.838562,0.037298
B. Shoulder 1.2_r16_c11.jpg,0.777418,0.186010,0.036572
B. Shoulder 1.2_r16_c16.jpg,0.164410,0.792493,0.043096
B. Shoulder 1.2_r16_c39.jpg,0.227147,0.743675,0.029178
B. Shoulder 1.2_r16_c47.jpg,0.094295,0.783169,0.122535
B. Shoulder 1.2_r16_c50.jpg,0.253725,0.670222,0.076054
B. Shoulder 1.2_r16_c51.jpg,0.154231,0.785369,0.060400
B. Shoulder 1.2_r17_c0.jpg,0.967232,0.028223,0.004545
B. Shoulder 1.2_r17_c11.jpg,0.534017,0.355300,0.110683
B. Shoulder 1.2_r17_c40.jpg,0.095171,0.843936,0.060893
B. Shoulder 1.2_r17_c42.jpg,0.293460,0.210304,0.496236
B. Shoulder 1.2_r17_c44.jpg,0.950667,0.012764,0.036569
B. Shoulder 1.2_r17_c47.jpg,0.407680,0.535001,0.057319
B. Shoulder 1.2_r17_c48.jpg,0.305774,0.532493,0.161733
B. Shoulder 1.2_r17_c49.jpg,0.096383,0.830753,0.072864
B. Shoulder 1.2_r17_c50.jpg,0.253289,0.680333,0.066378
B. Shoulder 1.2_r17_c51.jpg,0.563701,0.330714,0.105585
B. Shoulder 1.2_r17_c52.jpg,0.641671,0.338873,0.019456
B. Shoulder 1.2_r18_c0.jpg,0.969838,0.024260,0.005902
B. Shoulder 1.2_r18_c1.jpg,0.989111,0.009174,0.001716
B. Shoulder 1.2_r18_c42.jpg,0.034054,0.573643,0.392303
B. Shoulder 1.2_r18_c44.jpg,0.433386,0.486416,0.080198
B. Shoulder 1.2_r18_c45.jpg,0.092323,0.879388,0.028288
B. Shoulder 1.2_r18_c46.jpg,0.328389,0.584351,0.087260
B. Shoulder 1.2_r18_c47.jpg,0.767988,0.193990,0.038022
B. Shoulder 1.2_r18_c48.jpg,0.245859,0.727649,0.026493
B. Shoulder 1.2_r18_c49.jpg,0.259721,0.629874,0.110405
B. Shoulder 1.2_r18_c50.jpg,0.273042,0.718984,0.007974
B. Shoulder 1.2_r19_c0.jpg,0.876244,0.100984,0.022773
B. Shoulder 1.2_r19_c14.jpg,0.755420,0.237271,0.007309
B. Shoulder 1.2_r1_c2.jpg,0.371551,0.592478,0.035971
B. Shoulder 1.2_r1_c27.jpg,0.996930,0.002773,0.000297
B. Shoulder 1.2_r1_c51.jpg,0.995938,0.003690,0.000371
B. Shoulder 1.2_r1_c52.jpg,0.994608,0.004872,0.000520
B. Shoulder 1.2_r1_c7.jpg,0.095741,0.882261,0.021998
B. Shoulder 1.2_r1_c8.jpg,0.453758,0.498785,0.047457
B. Shoulder 1.2_r1_c9.jpg,0.305702,0.603517,0.090781
B. Shoulder 1.2_r20_c0.jpg,0.909117,0.082830,0.008054
B. Shoulder 1.2_r20_c11.jpg,0.107015,0.883431,0.009554
B. Shoulder 1.2_r20_c47.jpg,0.075180,0.554428,0.370392
B. Shoulder 1.2_r20_c48.jpg,0.187233,0.798634,0.014132
B. Shoulder 1.2_r21_c0.jpg,0.962117,0.034057,0.003826
B. Shoulder 1.2_r21_c51.jpg,0.130618,0.754520,0.114861
B. Shoulder 1.2_r22_c0.jpg,0.956003,0.039389,0.004608
B. Shoulder 1.2_r22_c24.jpg,0.601380,0.303865,0.094756
B. Shoulder 1.2_r22_c50.jpg,0.032248,0.927774,0.039978
B. Shoulder 1.2_r23_c0.jpg,0.945550,0.041411,0.013040
B. Shoulder 1.2_r23_c3.jpg,0.069935,0.910663,0.019401
B. Shoulder 1.2_r24_c0.jpg,0.976798,0.020031,0.003171
B. Shoulder 1.2_r24_c13.jpg,0.188386,0.673684,0.137930
B. Shoulder 1.2_r25_c0.jpg,0.989160,0.009729,0.001111
B. Shoulder 1.2_r25_c31.jpg,0.030258,0.811543,0.158199
B. Shoulder 1.2_r26_c0.jpg,0.994232,0.005042,0.000727
B. Shoulder 1.2_r27_c0.jpg,0.999358,0.000595,0.000047
B. Shoulder 1.2_r27_c1.jpg,0.528785,0.459324,0.011891
B. Shoulder 1.2_r27_c12.jpg,0.035905,0.919498,0.044597
B. Shoulder 1.2_r28_c0.jpg,0.997910,0.001949,0.000141
B. Shoulder 1.2_r28_c1.jpg,0.869499,0.122726,0.007775
B. Shoulder 1.2_r28_c12.jpg,0.385597,0.574430,0.039973
B. Shoulder 1.2_r28_c17.jpg,0.258572,0.725536,0.015892
B. Shoulder 1.2_r28_c18.jpg,0.168696,0.676991,0.154314
B. Shoulder 1.2_r29_c0.jpg,0.994854,0.004628,0.000517
B. Shoulder 1.2_r29_c1.jpg,0.972720,0.025260,0.002020
B. Shoulder 1.2_r29_c17.jpg,0.514085,0.446089,0.039826
B. Shoulder 1.2_r2_c10.jpg,0.698853,0.268855,0.032291
B. Shoulder 1.2_r2_c27.jpg,0.274925,0.709357,0.015718
B. Shoulder 1.2_r2_c28.jpg,0.435314,0.503645,0.061041
B. Shoulder 1.2_r2_c51.jpg,0.965848,0.032393,0.001758
B. Shoulder 1.2_r2_c52.jpg,0.872718,0.124942,0.002339
B. Shoulder 1.2_r30_c0.jpg,0.998748,0.001185,0.000068
B. Shoulder 1.2_r30_c1.jpg,0.994414,0.004724,0.000862
B. Shoulder 1.2_r31_c0.jpg,0.997689,0.002105,0.000206
B. Shoulder 1.2_r31_c1.jpg,0.990001,0.009434,0.000565
B. Shoulder 1.2_r31_c50.jpg,0.177488,0.713424,0.109089
B. Shoulder 1.2_r32_c0.jpg,0.998670,0.001248,0.000082
B. Shoulder 1.2_r32_c1.jpg,0.995797,0.003927,0.000276
B. Shoulder 1.2_r32_c13.jpg,0.495987,0.477849,0.026164
B. Shoulder 1.2_r32_c49.jpg,0.836501,0.146771,0.016728
B. Shoulder 1.2_r33_c0.jpg,0.992599,0.006874,0.000528
B. Shoulder 1.2_r33_c1.jpg,0.990774,0.008325,0.000901
B. Shoulder 1.2_r33_c2.jpg,0.315754,0.650555,0.033691
B. Shoulder 1.2_r33_c47.jpg,0.661184,0.245489,0.093327
B. Shoulder 1.2_r33_c48.jpg,0.110266,0.856316,0.033418
B. Shoulder 1.2_r34_c0.jpg,0.998449,0.001440,0.000112
B. Shoulder 1.2_r34_c1.jpg,0.998434,0.001436,0.000130
B. Shoulder 1.2_r34_c2.jpg,0.969737,0.028241,0.002022
B. Shoulder 1.2_r34_c46.jpg,0.593164,0.322349,0.084487
B. Shoulder 1.2_r35_c0.jpg,0.998138,0.001766,0.000096
B. Shoulder 1.2_r35_c1.jpg,0.983307,0.014964,0.001728
